A3NHUQ33CFH3VM,\t,1118461304,\t,5,\t,1385510400
A3SK6VNBQDNBJE,\t,1118461304,\t,5,\t,1383264000
A3SOFHUR27FO3K,\t,1118461304,\t,5,\t,1381363200
A1HOG1PYCAE157,\t,1118461304,\t,5,\t,1381276800
A26JGAM6GZMM4V,\t,1118461304,\t,5,\t,1378512000
A17K8WANMYHTX2,\t,1118461304,\t,5,\t,1399766400
A13IW3A6W43U0G,\t,1118461304,\t,5,\t,1399593600
A1ECEGG1MP7J8J,\t,1118461304,\t,5,\t,1399420800
A2D5X9G9S3A7RN,\t,1118461304,\t,5,\t,1399161600
AP2F86JFRQ205,\t,1118461304,\t,5,\t,1398988800
A3VF3A5A3O04E1,\t,1118461304,\t,4,\t,1397174400
A14DW5UMQ1M96O,\t,1118461304,\t,5,\t,1395273600
A2V7UVKOFG57IW,\t,1118461304,\t,4,\t,1393459200
A2BM5NTLX7CES1,\t,1118461304,\t,4,\t,1391040000
A1EQ5D5JRSW23K,\t,1118461304,\t,5,\t,1390003200
A1R2JUOGIYH6HO,\t,1118461304,\t,4,\t,1389916800
A3JRW716H3AX14,\t,1118461304,\t,5,\t,1389830400
A3KGLXW3EYDTUH,\t,1118461304,\t,4,\t,1389744000
A1B70ZEWQ6UH1A,\t,1118461304,\t,3,\t,1389398400
A2I5QME4S7CLFI,\t,1118461304,\t,5,\t,1389139200
A33HIV8RXRDM88,\t,1118461304,\t,4,\t,1388966400
ASHO96ZB8AL1Z,\t,1118461304,\t,5,\t,1388966400
A3ANAWYJOX02BE,\t,1118461304,\t,4,\t,1388361600
ABEAUXVVB2E1M,\t,1118461304,\t,4,\t,1388275200
AQCJWSMSURQI2,\t,1118461304,\t,5,\t,1388275200
A2RQ0AT4XZUIXL,\t,1118461304,\t,3,\t,1388102400
ALZ2S4839OZUQ,\t,1118461304,\t,5,\t,1387843200
A1INE33UQ1B4Q3,\t,1118461304,\t,5,\t,1387324800
A1H6JP5UC5WVT7,\t,1118461304,\t,4,\t,1386979200
AHUT55E980RDR,\t,1118461304,\t,5,\t,1386633600
A1DGVGJ55SB5PV,\t,1118461304,\t,5,\t,1386374400
A1F1A0QQP2XVH5,\t,1118461304,\t,5,\t,1386374400
A2QKCOX5ACRHC5,\t,1118461304,\t,3,\t,1386201600
A2SY92ZXU2FOEU,\t,1118461304,\t,5,\t,1386115200
A3MWXF2CLXHBRI,\t,1118461304,\t,5,\t,1385510400
A3SHVDMM83IHJ4,\t,B00002N7IL,\t,5,\t,1426809600
A2OXDRWBASV91Y,\t,B00004SQHD,\t,5,\t,1366416000
A2KG6AWJSWILPR,\t,B00004SQHD,\t,5,\t,1363392000
A2CBE6VYOARZN4,\t,B00004SQHD,\t,5,\t,1487030400
AVKOTZD5ZIOX5,\t,B00004SQHD,\t,5,\t,1482278400
A33DUVUIC7G553,\t,B00004SQHD,\t,5,\t,1460678400
A2E8Q13IQL62XN,\t,B00004SQHD,\t,4,\t,1451174400
A217M6GCFYSEVT,\t,B00004SQHD,\t,5,\t,1434499200
A7S6BILPA0K7K,\t,B00004SQHD,\t,5,\t,1431561600
A2Y7GJMFR0886X,\t,B00004SQHD,\t,3,\t,1430870400
AWHWKFAVSH827,\t,B00004SQHD,\t,5,\t,1423612800
A3UBM76TF3P37B,\t,B00004SQHD,\t,5,\t,1422489600
A2SNAR3RIPRR9B,\t,B00004SQHD,\t,5,\t,1421107200
A22U6Z2M9TO90N,\t,B00004SQHD,\t,5,\t,1418774400
AQ6PDHDC227KE,\t,B00004SQHD,\t,5,\t,1414195200
A25RLL7WVGMH9B,\t,B00004SQHD,\t,5,\t,1413936000
A9EJSFFDNX7ZT,\t,B00004SQHD,\t,5,\t,1411776000
A1GYDCCJW8CORK,\t,B00004SQHD,\t,4,\t,1409702400
A3BJS0U3PZM3X1,\t,B00004SQHD,\t,5,\t,1406332800
A3CJX4WBAVRK01,\t,B00004SQHD,\t,5,\t,1405900800
A11QC8XY4UEWI7,\t,B00004SQHD,\t,5,\t,1399939200
A216Q289O6I5BD,\t,B00004SQHD,\t,5,\t,1386633600
A1F8KMYRU1WEF2,\t,B00004SQHD,\t,5,\t,1383955200
A2UAX5WTHHKBBF,\t,B00004YWK2,\t,5,\t,1197158400
A2DHQKNGSYEHLS,\t,B00004YWK2,\t,3,\t,1496707200
AZ1F62XGI25RS,\t,B00004YWK2,\t,4,\t,1489449600
A2G1T9MVZLOHNG,\t,B00004YWK2,\t,5,\t,1489363200
A17109KS0DCTOG,\t,B00004YWK2,\t,5,\t,1489104000
A1JDEW40HQHX0R,\t,B00004YWK2,\t,4,\t,1485734400
A370HU5Y7P5354,\t,B00004YWK2,\t,5,\t,1485129600
ALNRBNT7WMHCQ,\t,B00004YWK2,\t,5,\t,1484524800
A38MHYWL7RBQO6,\t,B00004YWK2,\t,3,\t,1484438400
A3MG7YZ06MX68N,\t,B00004YWK2,\t,5,\t,1484092800
A3INCBCPJNK1PW,\t,B00004YWK2,\t,3,\t,1482969600
AJUJNCLKHWJD4,\t,B00004YWK2,\t,4,\t,1482537600
A2CKQ1NIJ2PGRX,\t,B00004YWK2,\t,4,\t,1482192000
A3MJ4NJE1XSZUQ,\t,B00004YWK2,\t,3,\t,1481500800
A1MOCOOVT406R4,\t,B00004YWK2,\t,5,\t,1480723200
A2DNTFTG3SMV6,\t,B00004YWK2,\t,4,\t,1480550400
A3USRRBMKQ4TX1,\t,B00004YWK2,\t,1,\t,1480464000
ARN8PNPHTO5VQ,\t,B00004YWK2,\t,3,\t,1478476800
A1M69NRKJA3SJO,\t,B00004YWK2,\t,5,\t,1476576000
A1EZRX9PAEW4L6,\t,B00004YWK2,\t,3,\t,1475193600
A1ISAGPQ7AIBY1,\t,B00004YWK2,\t,5,\t,1468886400
APZQR34IVXV6Z,\t,B00004YWK2,\t,5,\t,1468540800
A1YFOFB03DCCFZ,\t,B00004YWK2,\t,2,\t,1465948800
A2WJIDZ6PKRE8R,\t,B00004YWK2,\t,1,\t,1464220800
A3MAPTXCPC25W9,\t,B00004YWK2,\t,3,\t,1463961600
A5WWB6YQHV56I,\t,B00004YWK2,\t,4,\t,1463443200
A3P4P6X8IY50ZJ,\t,B00004YWK2,\t,4,\t,1462492800
A21S4H8SA607ED,\t,B00004YWK2,\t,5,\t,1462320000
A201AJMX23BKDB,\t,B00004YWK2,\t,5,\t,1461110400
A22MHK32MIG7JD,\t,B00004YWK2,\t,1,\t,1459296000
A3TXZB2ZPTXY76,\t,B00004YWK2,\t,5,\t,1458604800
AHBTM311TEMZM,\t,B00004YWK2,\t,5,\t,1458172800
A38GLVHCB0IIEA,\t,B00004YWK2,\t,5,\t,1457913600
A7U32QMCN3QDN,\t,B00004YWK2,\t,3,\t,1457827200
A3MGDDCHGBYTY3,\t,B00004YWK2,\t,3,\t,1457136000
A1HO83SG7HPQ11,\t,B00004YWK2,\t,5,\t,1456876800
A3B82VK1GATCX4,\t,B00004YWK2,\t,3,\t,1456876800
A3K8ZMC0FJXN86,\t,B00004YWK2,\t,5,\t,1456790400
A26BVWNZEENVJM,\t,B00004YWK2,\t,3,\t,1456617600
AJ5Y46YVA99KI,\t,B00004YWK2,\t,1,\t,1456358400
A1FN6R8IVG3LH0,\t,B00004YWK2,\t,5,\t,1456099200
AOYXV10BM183J,\t,B00004YWK2,\t,5,\t,1455840000
A2XXJ8HIFK64EP,\t,B00004YWK2,\t,5,\t,1455494400
A2ZHUVG0QENYR3,\t,B00004YWK2,\t,5,\t,1455408000
A3AEBLRC7DXA4L,\t,B00004YWK2,\t,3,\t,1454371200
A2TPCUVV4A98H3,\t,B00004YWK2,\t,4,\t,1454284800
APNPL97OP9SPQ,\t,B00004YWK2,\t,1,\t,1453680000
A1EEHWC45FJJUL,\t,B00004YWK2,\t,3,\t,1453593600
A2O1FQUEY2WZ5S,\t,B00004YWK2,\t,4,\t,1453420800
A1JTOC1VSCY2N,\t,B00004YWK2,\t,5,\t,1452816000
AUFMOG33T7YNH,\t,B00004YWK2,\t,2,\t,1452124800
A3AU84PUQSIWK0,\t,B00004YWK2,\t,3,\t,1449187200
A1HZNVXZLXUP6J,\t,B00004YWK2,\t,5,\t,1449014400
A93QX12JVL8MP,\t,B00004YWK2,\t,5,\t,1448496000
A3B87RJRG5IFC2,\t,B00004YWK2,\t,5,\t,1448323200
A3T4ALWRORPSEY,\t,B00004YWK2,\t,2,\t,1447804800
A372WOLTH6J2OF,\t,B00004YWK2,\t,5,\t,1447804800
AOIEPZDMAYLX0,\t,B00004YWK2,\t,5,\t,1447718400
A3ICUCIAURQ5LK,\t,B00004YWK2,\t,3,\t,1447286400
A2THOOS0IZ056G,\t,B00004YWK2,\t,3,\t,1447200000
